Tue Nov 28 11:02:43 2023,bequant,USDT,NEXO,BTC,0.7931033,11.0,1.65e-05,3.0,37075.94,0.00021,77.13408959463415
Tue Nov 28 11:02:56 2023,btcmarkets,USDT,ETH,BTC,2700.0,0.111,0.05347219,10.0,30630.0,0.01145574,60.66122887777778
Tue Nov 28 11:03:04 2023,bitfinex,USDT,XRP,BTC,0.60218,1295.2,1.623e-05,33122.24883484,37067.0,0.21017034,99.90325318011224
Tue Nov 28 11:03:06 2023,btcmarkets,USDT,XRP,BTC,0.7498,30000.0,1.544e-05,10000.0,30630.0,0.01145574,63.07377967457988
Tue Nov 28 11:03:10 2023,bitrue,USDT,WAN,BTC,0.2113,3252.0,5.69e-06,604.0,37065.98,33.7626,99.81326370089921
Tue Nov 28 11:03:28 2023,bitrue,USDT,UNI,BTC,6.211,91.95,0.0001658,73.0,37063.24,27.7517,98.9387408146836
Tue Nov 28 11:03:28 2023,cex,USDT,ETH,BTC,2083.75,15.900199,0.054219,3.08325,36795.5,0.25602166,95.74158197960409
Tue Nov 28 11:03:32 2023,bequant,USDT,FIL,BTC,4.4242,1.805,0.0001193,161.216,37062.36,0.02,99.93986591926225
Tue Nov 28 11:03:42 2023,bitrue,USDT,BTR,BTC,0.06259,207.7,1.667e-06,259.2,37061.32,1.2979,98.70781345262822
Tue Nov 28 11:03:42 2023,bequant,USDT,SOL,BTC,55.4828,0.61,0.00149665,0.15,37062.34,0.00021,99.97576034554854
Tue Nov 28 11:03:46 2023,bitfinex,USDT,XLM,BTC,0.1166,5600.6,3.14e-06,38002.13838273,37066.0,9.719e-05,99.81753001715265
Tue Nov 28 11:03:46 2023,cex,USDT,BCH,BTC,249.99,4.01325694,0.000931,3.96069991,36797.0,0.77007703,13.703750950038
Tue Nov 28 11:03:53 2023,bequant,USDT,SOL,BTC,55.4801,0.146,0.00149625,0.15,37058.49,0.00021,99.94352148337872
Tue Nov 28 11:03:53 2023,ascendex,USDT,ATOM,BTC,8.9433,106.0,0.00023986,199.9,37048.8,0.214,99.36516909865486
Tue Nov 28 11:03:57 2023,bitrue,USDT,LTC,BTC,68.89,12.998,0.00185215,14.2,37058.86,0.2089,99.63502329655974
Tue Nov 28 11:04:04 2023,cex,USDT,LTC,BTC,71.224,25.76960577,0.00159288,23.83302044,36798.9,0.25599801,82.298427260474
Tue Nov 28 11:04:08 2023,bequant,USDT,XRP,BTC,0.6026,36.7,1.6259e-05,13.2,37054.64,0.00021,99.9786577763027
Tue Nov 28 11:04:10 2023,binance,USDT,LTC,BTC,68.84,160.462,0.001857,392.66,37056.32,2.96865,99.96163021499127
Tue Nov 28 11:04:13 2023,bitrue,USDT,BNT,BTC,0.733,2441.9,1.97e-05,274.0,37056.32,2.2977,99.59201964529332
Tue Nov 28 11:04:19 2023,bequant,USDT,XRP,BTC,0.602861,13.7,1.6259e-05,13.2,37054.48,0.00021,99.93494193852317
Tue Nov 28 11:04:24 2023,ascendex,USDT,ATOM,BTC,8.9446,106.0,0.00023977,119.1,37048.84,0.214,99.31355641168973
Tue Nov 28 11:04:26 2023,bitfinex,USDT,SOL,BTC,55.42,32.53,0.0014952,4.06,37055.0,0.01082204,99.97227715626128
Tue Nov 28 11:04:28 2023,bequant,USDT,FTT,BTC,4.05171,2.21,8.159e-05,5.21,37054.48,0.00021,74.61726093920838
Tue Nov 28 11:04:28 2023,cex,USDT,XRP,BTC,0.61241,2619.228525,1.579e-05,7998.89149,36801.7,0.25597853,94.8872231021701
Tue Nov 28 11:04:29 2023,bitrue,USDT,KSM,BTC,24.165,2.294,0.000642,30.75,37056.32,2.2977,98.44882036002483
Tue Nov 28 11:04:51 2023,cex,USDT,XLM,BTC,0.1167,487.0953027,3e-06,18822.804259,36804.6,0.73693405,94.61336760925448
